cuenta;nombre;ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SEP;OCT;NOV;DIC
4-00-00-00;INGRESOS;13170.06;65547.54;49955.6;32092;62126.35;36028.44;40862.16;22707;25130;32819;95370;27551.72
4-01-00-00;   INGRESOS OPERATIVOS;13170.06;65547.54;49955.6;32092;62126.35;36028.44;40862.16;22707;25130;32819;95370;27551.72
4-01-01-00;      INGRESOS POR SERVICIOS;13170.06;65547.54;49955.6;32092;62126.35;36028.44;40862.16;22707;25130;32819;95370;27551.72
4-01-01-01;         INGRESOS POR CERTIFICACION OI;0;0;0;0;0;0;0;0;0;0;0;0
4-01-01-03;         INGRESOS POR CERTIFICACION SELLO;0;0;0;0;0;0;0;0;0;0;0;0
4-01-01-04;         INGRESOS POR CERTIFICACION SISTEMAS;13170.06;65547.54;49955.6;32092;62126.35;36028.44;40862.16;22707;25130;32819;95370;27551.72
4-01-01-05;         INGRESOS POR LABORATORIO;0;0;0;0;0;0;0;0;0;0;0;0
4-01-02-00;      INGRESOS VENTAS;0;0;0;0;0;0;0;0;0;0;0;0
4-01-02-01;         INGRESOS VENTAS;0;0;0;0;0;0;0;0;0;0;0;0
4-01-02-10;         AUSPICIOS Y EVENTOS;0;0;0;0;0;0;0;0;0;0;0;0
4-01-03-00;      INGRESOS POR CAPACITACION;0;0;0;0;0;0;0;0;0;0;0;0
4-01-03-01;         INGRESOS POR CAPACITACION;0;0;0;0;0;0;0;0;0;0;0;0
4-01-04-00;      INGRESOS CUOTA ASOCIADOS;0;0;0;0;0;0;0;0;0;0;0;0
4-01-04-01;         INGRESOS CUOTA ASOCIADOS;0;0;0;0;0;0;0;0;0;0;0;0
4-02-00-00;   INGRESOS PROYECTOS;0;0;0;0;0;0;0;0;0;0;0;0
4-02-01-00;      PROYECTO VARIOS ;0;0;0;0;0;0;0;0;0;0;0;0
4-02-01-10;         OTROS INGRESOS;0;0;0;0;0;0;0;0;0;0;0;0
4-10-00-00;   INGRESOS NO OPERATIVOS;0;0;0;0;0;0;0;0;0;0;0;0
4-10-01-00;      INGRESOS MONETARIOS;0;0;0;0;0;0;0;0;0;0;0;0
4-10-01-01;         INTERESES GANADOS;0;0;0;0;0;0;0;0;0;0;0;0
4-10-01-02;         COMISIONES GANADAS;0;0;0;0;0;0;0;0;0;0;0;0
4-10-02-00;      INGRESOS NO MONETARIOS;0;0;0;0;0;0;0;0;0;0;0;0
4-10-02-01;         OTROS INGRESOS;0;0;0;0;0;0;0;0;0;0;0;0
5-00-00-00;EGRESOS;29451.52644;44491.48347;39583.30373;31567.21502;48233.03078;35302.13045;45517.8845;30274.78528;32795.78746;40175.15028;45667.60841;35908.16713
5-01-00-00;   COSTO DE INVENTARIOS;0;0;0;0;0;0;0;0;0;0;0;0
5-01-01-00;      COSTO DE INVENTARIOS;0;0;0;0;0;0;0;0;0;0;0;0
5-01-01-01;         COSTO DE INVENTARIOS ;0;0;0;0;0;0;0;0;0;0;0;0
5-02-01-00;      GASTOS EN PERSONAL;11840.49514;19331.69514;18640.49514;11840.49514;21620.19067;13041.93048;17843.93048;13041.93048;13041.93048;22229.13048;23247.53048;13041.93048
5-02-01-00;       GASTOS PERSONAL DEPENDIENTE;11840.49514;11840.49514;11840.49514;11840.49514;14433.19067;13041.93048;13041.93048;13041.93048;13041.93048;13041.93048;13041.93048;13041.93048
5-02-01-01;         SUELDOS AL PERSONAL;8034.8025;8034.8025;8034.8025;8034.8025;9864.51;8882.675;8882.675;8882.675;8882.675;8882.675;8882.675;8882.675
5-02-01-02;         APORTES PATRONALES;1342.615498;1342.615498;1342.615498;1342.615498;1648.359621;1484.294993;1484.294993;1484.294993;1484.294993;1484.294993;1484.294993;1484.294993
5-02-01-03;         AGUINALDOS;1338.598097;1338.598097;1338.598097;1338.598097;1643.427366;1479.853655;1479.853655;1479.853655;1479.853655;1479.853655;1479.853655;1479.853655
5-02-01-04;         INDEMNIZACION-VACACION;669.2990483;669.2990483;669.2990483;669.2990483;821.713683;739.9268275;739.9268275;739.9268275;739.9268275;739.9268275;739.9268275;739.9268275
5-02-01-06;         DESAHUCIOS;0;0;0;0;0;0;0;0;0;0;0;0
5-02-01-07;         SUBSIDIOS;0;0;0;0;0;0;0;0;0;0;0;0
5-02-01-08;         REFRIGERIOS DEL PERSONAL;455.18;455.18;455.18;455.18;455.18;455.18;455.18;455.18;455.18;455.18;455.18;455.18
5-02-02-00;      GASTOS PERSONAL EXTERNO;0;7491.2;6800;0;7187;0;4802;0;0;9187.2;10205.6;0
5-02-02-01;         HONORARIOS PROFESIONALES;0;0;0;0;0;0;0;0;0;0;0;0
5-02-02-02;         HONORARIOS DOCENTES;0;0;0;0;0;0;0;0;0;0;0;0
5-02-02-03;         HONORARIOS AUDITORES EXTERNOS;0;7491.2;6800;0;7187;0;4802;0;0;9187.2;10205.6;0
5-03-00-00;   GASTOS DE OPERACION;17611.0313;25159.78833;20942.80859;19726.71988;26612.84011;22260.19998;27673.95403;17232.8548;19753.85698;17946.0198;22420.07793;22866.23665
5-03-01-00;      GASTOS DE OPERACION;17611.0313;25159.78833;20942.80859;19726.71988;26612.84011;22260.19998;27673.95403;17232.8548;19753.85698;17946.0198;22420.07793;22866.23665
5-03-01-01;         MATERIAL DE ESCRITORIO;0;83.6;348;332.5;0;68;0;28.4;82;332.5;0;0
5-03-01-02;         SERVICIOS EXTERNOS  ;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-04;         SERVICIO DE COURIER;60;60;60;60;60;80;60;60;100;60;80;80
5-03-01-05;         SERVICIOS Y COMUNICACIONES;361.88718;361.88718;361.88718;361.88718;361.88718;361.88718;361.88718;361.88718;361.88718;361.88718;361.88718;361.88718
5-03-01-06;         SERVICIO DE SEGURIDAD;689;689;689;689;689;689;689;689;689;689;689;689
5-03-01-07;         REFRIGERIOS CURSOS-COMITêS-OTROS;150;0;0;0;0;0;0;0;0;0;0;0
5-03-01-08;         REPARACION Y MANTENIMIENTO;0;0;100;0;0;100;0;0;100;0;100;0
5-03-01-09;         ALQUILER OFICINAS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-10;         ALQUILER OTROS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-11;         SEGUROS;0;800;0;0;0;0;0;0;0;0;0;0
5-03-01-12;         IMPUESTO A LAS TRANSACCIONES;454.14;2260.26;1722.606897;1106.62069;2142.287931;1242.36;1409.04;783;866.5517241;1131.689655;3288.62069;950.0593103
5-03-01-13;         DEPRECIACION DE ACTIVOS FIJOS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-14;         AMORTIZACION OTROS ACTIVOS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-15;         SERVICIO DE FOTOCOPIAS;10;10;10;10;10;10;10;10;10;10;10;0
5-03-01-16;         PASAJES Y VIATICOS;1862.9;4870.98;850.58;2335.86;3795.44;2755.86;10054.52;0;0;143.68;2664.4;3876.48
5-03-01-17;         GASTOS BANCARIOS;0;0;500;0;0;500;0;0;500;0;0;500
5-03-01-18;         GASTOS DE IMPRENTA;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-19;         GASTOS MOVILIDAD;560;1260;350;630;700;420;700;420;700;420;1190;630
5-03-01-20;         SERVICIOS Y MATERIAL DE LIMPIEZA;40;40;40;40;40;40;40;40;40;40;40;40
5-03-01-21;         GASTOS DE REPRESENTACION;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-22;         SUSCRIPCIONES Y CUOTAS;115;115;115;115;115;115;115;115;115;115;115;115
5-03-01-23;         INTERESES Y MULTAS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-24;         PATENTES MUNICIPALES;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-25;         CAPACITACION PERSONAL;0;0;0;0;1000;0;0;0;0;0;0;0
5-03-01-26;         MEJORAS Y ARREGLOS A LAS INSTALACIONES;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-27;         SERVICIOS PUBLICITARIOS;0;0;800;0;0;0;0;800;0;0;0;0
5-03-01-28;         IMPUESTO A LAS TRANSCCIONES FINANCIERAS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-29;         PERDIDA EN INVENTARIOS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-30;         AUSPICIOS Y EVENTOS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-31;         GASTOS VARIOS;0;1500;0;0;0;0;0;0;0;0;0;0
5-03-01-32;         GASTOS SA ;7282.087942;7035.227942;9034.007942;7445.547942;8868.896217;9349.178132;7972.008132;7395.398132;9349.178132;7685.718132;7578.020132;9406.328132
5-03-01-33;         GASTOS DN ;6026.016176;6073.833208;5961.726568;6600.304064;8830.32878;6528.914664;6262.498716;6530.169492;6840.239948;6956.544836;6303.149928;6217.482032
5-03-01-50;         EQUIPOS DE COMPUTACI‡N ;0;0;0;0;0;0;0;0;0;0;0;0
5-20-00-00;   OTROS INGRESOS Y/O EGRESOS NO OPERATIVOS;0;0;0;0;0;0;0;0;0;0;0;0
5-20-01-00;      VENTA DE ACTIVOS FIJOS;0;0;0;0;0;0;0;0;0;0;0;0
5-20-01-01;         VENTA DE ACTIVOS FIJOS;0;0;0;0;0;0;0;0;0;0;0;0
5-20-05-00;      AJUSTE POR INFLAC. Y TENEC. DE BIENES;0;0;0;0;0;0;0;0;0;0;0;0
5-20-05-01;         AJUSTE POR INFLAC. Y TENENC. DE BIENES;0;0;0;0;0;0;0;0;0;0;0;0
5-20-07-00;      AJUSTE POR DIFERENCIA DE CAMBIO;0;0;0;0;0;0;0;0;0;0;0;0
5-20-07-01;         AJUSTE POR DIFERENCIA DE CAMBIO;0;0;0;0;0;0;0;0;0;0;0;0
5-20-09-00;      PERDIDAS Y GANANCIAS;0;0;0;0;0;0;0;0;0;0;0;0
5-20-09-01;         PERDIDAS Y GANANCIAS;0;0;0;0;0;0;0;0;0;0;0;0
5-20-17-00;      AJUSTE GESTIONES PASADAS;0;0;0;0;0;0;0;0;0;0;0;0
5-20-17-01;         AJUSTE GESTIONES PASADAS;0;0;0;0;0;0;0;0;0;0;0;0
